icao_code;name_rus;name_eng;city_rus;city_eng;country_rus;runway_headings
KOSU;;Ohio State University;;Columbus;США;
UWOR;Орск аэропорт;Orsk Airport;Орск;Orsk;Россия;07:066°,25:246°
KOSX;;Attala County;;Kosciusko;США;
ENNM;Намсус;Namsos;Намсус;Namsos;Норвегия;07:070°,25:250°
EPKO;Кошалин;Koszalin;Кошалин;Koszalin;Польша;
;;Mota;;Mota;Эфиопия;
FTTL;Бол;Bol;Бол;Bol;Чад;
;Контадора;Contadora;Контадора;Contadora;Панама;
KOTG;;Worthington;;Worthington;США;
KOTH;;North Bend;;North Bend;США;
WAMR;Моротаи-Айленд;Morotai Island;;Pitu, Morotai Island;Индонезия;
FYOJ;Отьиваронго;Otjiwarongo;Отьиваронго;Otjiwarongo;Намибия;
GQNB;Бутилимит;Boutilimit;Бутилимит;Boutilimit;Мавритания;
KOTM;;Industrial;;Ottumwa;США;
KOTN;;Green;;Oaktown;США;
LPOT;;Vor;;Otto;США;
LROP;;Henri Coanda International;Бухарест;Bucharest;Румыния;
MRCC;Кото-47;Coto 47;Кото-47;Coto 47;Коста-Рика;
;;Anacortes;;Anacortes;США;
SKOT;Оту;Otu;Оту;Otu;Колумбия;16:165°,34:345°
;;Ontong Java;;Ontong Java;Соломоновы острова;
;Ориа;Oria;Ориа;Oria;Папуа - Новая Гвинея;
PAOT;;Kotzebue;;Kotzebue;США;
DFFD;Уагадугу;Ouagadougou;Уагадугу;Ouagadougou;Буркина-Фасо;04:035°,22:215°
GMFO;;Les Angades;Уджда;Oujda;Марокко;
FCOU;Уэссо;Ouesso;Уэссо;Ouesso;Конго;
DFCC;Уахигоуя;Ouahigouya;Уахигоуя;Ouahigouya;Буркина-Фасо;
FAOH;Оудсхорн;Oudtshoorn;Оудсхорн;Oudtshoorn;ЮАР;04:035°,22:215°
VLHS;;Ban Houei;;Ban Houei;Лаос;16:157°,34:337°
;;Outer Skerries;;Outer Skerries;Великобритания;
EFOU;Оулу;Oulu;Оулу;Oulu;Финляндия;12:110°,30:290°
;;Oum Hadjer;;Oum Hadjer;Чад;
KOUN;;Max Westheimer;;Norman;США;
FKKI;Батури;Batouri;Батури;Batouri;Камерун;
SDOU;;Ourinhos;;Ourinhos;Бразилия;
FTTS;Буссо;Bousso;Буссо;Bousso;Чад;
;;Ouanga;;Ouanga;Габон;
GQPZ;Зурате;Zouerate;Зурате;Zouerate;Мавритания;
FMSL;Бекили;Bekily;Бекили;Bekily;Мадагаскар;
UNNT;Новосибирск/Аэропорт Толмачёво;Novosibirsk/Tolmachevo Airport;Новосибирск;Novosibirsk;Россия;16:161°,34:341°,07:072°,25:252°
LEAS;Астурия;Asturias;;Oviedo/Aviles;Испания;11:109°,29:289°
KOVE;;Oroville;;Oroville;США;
SBOI;;Overberg (FAOB);;Overberg;Бельгия;
SCOV;Овайе;Ovalle;Овайе;Ovalle;Чили;
LPOV;;Olavarria;;Olavarria;Аргентина;
KOWA;;Owatonna;;Owatonna;США;
KOWB;;Daviess County;;Owensboro;США;
KOWD;;Memorial;;Norwood;США;
;Овендо;Owendo;Овендо;Owendo;Габон;
KOWK;;Central Maine Airport of Norridgewock;;Norridgewock;США;
GGOV;;Osvaldo Vieira International;;Bissau;Гвинея-Бисау;
KOXC;;Waterbury-oxford;;Oxford, CT;США;
KOXD;;Miami University;;Oxford;Канада;
EGTK;;Oxford (Kidlington);Оксфорд;Oxford;Великобритания;
;;Orientos;;Orientos;Австралия;
KOXR;Вентура;Ventura;Вентура;Ventura;США;
YMNY;;Morney;;Morney;Австралия;
SATG;Гоя;Goya;Гоя;Goya;Аргентина;04:050°,22:230°
FOGO;Оем;Oyem;Оем;Oyem;Габон;03:028°,21:208°
;Мойо;Moyo;Мойо;Moyo;Уганда;
SBOI;;Oiapoque;;Oiapoque;Бразилия;
HKMY;Мояль;Moyale;Мояль;Moyale;Эфиопия;
YOUY;;Ouyen;;Ouyen;Австралия;
SAZH;Трес-Арройос;Tres Arroyos;Трес-Арройос;Tres Arroyos;Аргентина;
SOOG;;St-Georges de lOyapock;;St Georges de lOyapock;Французская Гвиана;
;;Yosemite Ntl Park;;Yosemite Ntl Park;США;
KOZA;;Ozona Municipal;;Ozona;США;
RPMO;;Labo;Озамис-Сити;Ozamis City;Филиппины;
UKDE;Запорожье;Zaporozhye;Запорожье;Zaporozhye;Украина;
EGXU;;Bobadilla;;Bobadilla;Сальвадор;
LEMO;;Moron;;Moron;Испания;02:022°,20:202°
KOZR;;Cairns AAF;;Ozark;США;
EGXU;;Montilla;;Montilla;Панама;03:032°,21:212°,10:097°,28:277°
GMMZ;Уарзазат;Ouarzazate;Уазазат;Ouarzazate;Марокко;12:118°,30:298°
VYPA;;Pa-an;;Pa-an;Мьянма;
VABI;Биласпур;Bilaspur;Биласпур;Bilaspur;Индия;
MPMG;;Paitilla-Marcos A. Gelabert;Панама Сити;Panama City;Панама;
EDLP;;Paderborn/lippstadt;;Paderborn;Германия;
KPAE;;Snohomish County;Эверетт;Everett;США;
HUPA;Пакуба;Pakuba;Пакуба;Pakuba;Уганда;
RPMP;Пагадиан;Pagadian;Пагадиан;Pagadian;Филиппины;02:017°,20:197°
KPAH;;Barkley Regional;;Paducah, KY;США;
;Пайлинь;Pailin;Пайлинь;Pailin;Камбоджа;
OPPC;Пара-Чинар;Para Chinar;Пара-Чинар;Para Chinar;Пакистан;
KPAK;;Port Allen;;Hanapepe;США;
SKPQ;Паланкеро;Palanquero;Паланкеро;Palanquero;Колумбия;
KPAM;;Tyndall AFB;Панама Сити;Panama City;Панама;
VTSK;Паттани;Pattani;Паттани;Pattani;Таиланд;08:085°,26:265°
KPAO;Пало Альто;Palo Alto;Пало Альто;Palo Alto;США;
MTPP;;Toussaint Louverture International;;Port Au Prince;Гаити;
PAAQ;;Municipal;;Palmer;США;
LGPA;Парос;Paros;Парос;Paros;Греция;17:165°,35:345°
VEPT;Патна;Patna;Патна;Patna;Индия;07:069°,25:249°
VYPK;Паук;Pauk;Паук;Pauk;Мьянма;
SBUF;;Paulo Afonso;;Paulo Afonso;Бразилия;14:138°,32:318°
LFDJ;Памбва;Pambwa;Памбва;Pambwa;Папуа - Новая Гвинея;
MTPX;;Port De Paix;;Port De Paix;Гаити;
WBKP;;Pamol;;Pamol;Малайзия;
MMPA;;Tajin;Поса-Рика;Poza Rica;Мексика;
WASO;;Point Barrow;;Barrow;США;02:021°,20:201°
SSPN;;Paranaiba;;Paranaiba;Бразилия;
MMPB;;Hermanos Serdan International;;Puebla Atlixco;Мексика;
VAPR;Порбандар;Porbandar;Порбандар;Porbandar;Индия;09:088°,27:268°
SKPR;Пуэрто-Беррио;Puerto Berrio;Пуэрто-Беррио;Puerto Berrio;Колумбия;18:179°,36:359°
KPBF;;Grider Field;;Pine Bluff;США;
KPBG;;Plattsburgh International;;Plattsburgh;США;
VQPR;Паро;Paro;Паро;Paro;Бутан;
KPBI;;Palm Beach International;Уест Палм Бич;West Palm Beach;США;
NVSI;Паама;Paama;Паама;Paama;Новая Каледония;
UHMP;Певек аэропорт;Pevek Airport;;Pack Creek;США;17:170°,35:350°
SVPC;;Puerto Cabello;;Puerto Cabello;Венесуэла;
SMJP;;Zanderij Intl;;Paramaribo;Суринам;
FNPA;Порту-Амбоим;Porto Amboim;Порту-Амбоим;Porto Amboim;Ангола;
YPBO;;Paraburdoo;;Paraburdoo;Австралия;06:064°,24:244°
MRIA;;Punta Islita;;Punta Islita;Коста-Рика;
SWPM;;Pimenta Bueno;;Pimenta Bueno;Бразилия;
MGPB;Пуэрто Барриос;Puerto Barrios;Пуэрто Барриос;Puerto Barrios;Гватемала;12:128°,30:308°
;Патонг-Бич;Patong Beach;Патонг-Бич;Patong Beach;Таиланд;
NTAA;;Puerto Leda;;Puerto Leda;Парагвай;
VYPT;Путао;Putao;Путао;Putao;Мьянма;17:174°,35:354°
PAPB;;Porto Dos Gauchos;;Porto Dos Gauchos;Бразилия;
;Палибело;Palibelo;Палибело;Palibelo;Гана;
KPBX;;Porto Alegre Do Norte;;Porto Alegre Do Norte;Бразилия;
KHBG;;Hamilton/Proserpine;;Peppers Palm Bay;Австралия;
FAPG;Плеттенберг Бей;Plettenberg Bay;Плеттенберг-Бей;Plettenberg Bay;ЮАР;12:127°,30:307°
PAOC;;Portage Creek;;Portage Creek;США;
WIHP;Пондок-Кабе;Pondok Cabe;Джакарта;Jakarta;Индонезия;18:183°,36:003°
;Пуэрто Рико;Puerto Rico;Пуэрто Рико;Puerto Rico;Колумбия;
KPDC;;Municipal;;Prairie Du Chien;США;
;;Painter Creek;;Painter Creek;США;
;Пасо-Кабаллос;Paso Caballos;Пасо-Кабаллос;Paso Caballos;Гватемала;
;Палачос;Palacios;Палачос;Palacios;Гондурас;
SCIP;;Puerto La Victoria;;Puerto La Victoria;Парагвай;
KPCK;;Porcupine Creek;;Porcupine Creek;США;
SPCL;;Captain Rolden International Airport;Пукальпа;Pucallpa;Перу;
;;Playa Del Carmen;;Playa Del Carmen;Мексика;
NZPN;;Koromiko;Пиктон;Picton;Новая Зеландия;
MMPL;Пунта-Колораде;Punta Colorada;Пунта-Колораде;Punta Colorada;Мексика;
FPPR;;Principe;;Principe;Сан-Томе и Принсипи;18:171°,36:351°
EBPW;;Bounneua;;Phongsaly;Лаос;
SKPC;Пуэрто-Каррено;Puerto Carreno;Пуэрто-Каррено;Puerto Carreno;Колумбия;07:072°,25:252°
SNPC;;Picos;;Picos;Бразилия;
KPCT;;Princeton;;Princeton;США;
SARF;;Pearl River County;;Picayune;США;
;Пунта-Шивато;Punta Chivato;Пунта-Шивато;Punta Chivato;Мексика;
SKPD;Пуэрто-Инирида;Puerto Inirida;Пуэрто-Инирида;Puerto Inirida;Колумбия;
;;Pedro Bay;;Pedro Bay;США;
NWWQ;Муэо;Mueo;Муэо;Mueo;Новая Каледония;
VNBW;;Ponta de Ouro;;Ponta de Ouro;Мозамбик;
YPDI;;Pandie Pandie;;Pandie Pandie;Австралия;
SNRD;;Prado;Прадо;Prado;Бразилия;
WIMG;;Minangkabau International Airport;Паданг;Padang;Индонезия;
;Пиндиу;Pindiu;Пиндиу;Pindiu;Папуа - Новая Гвинея;
KPDK;;Dekalb-Peachtree;;Atlanta, GA;США;
LPPD;;Nordela;;Ponta Delgada;Португалия;
;;Parndana;;Parndana;Австралия;
WIPQ;Пендопо;Pendopo;Пендопо;Pendopo;Индонезия;03:032°,21:212°
SULS;;Capitan Corbeta CA Curbelo International Airport;;Maldonado;Уругвай;
;;Municipal;Президенти-Дутра;Presidente Dutra;Эфиопия;
MMPG;Пьедрас-Неграс;Piedras Negras;Пьедрас-Неграс;Piedras Negras;Мексика;12:122°,30:302°
KPDT;;Pendleton;;Pendleton;США;
SUPU;Пайсанду;Paysandu;Пайсанду;Paysandu;Уругвай;02:020°,20:200°,10:103°,28:283°
LBPD;Пловдив;Plovdiv;Пловдив;Plovdiv;Болгария;12:122°,30:302°
KPDX;;Portland International;;Portland, Or;США;
SVPE;Педерналес;Pedernales;Педерналес;Pedernales;Венесуэла;09:086°,27:266°
YPSH;;Penneshaw;;Penneshaw;Австралия;
;Пебане;Pebane;Пебане;Pebane;Мозамбик;
KPEC;;Pelican SPB;;Pelican;США;
LKPD;Пардубицы;Pardubice;Пардубицы;Pardubice;Чехия;09:089°,27:269°
USPP;Аэропорт Большое Савино;Bolshoe Savino Airport;Пермь;Perm;Россия;03:030°,21:210°
TUPJ;;Peenemuende;;Peenemuende;Германия;
LIRZ;;Sant Egidio;Перужия;Perugia;Италия;
SAZP;;Pehuajo;;Pehuajo;Аргентина;
SKPE;;Matecana;;Pereira;Колумбия;08:078°,26:258°
LPBJ;;Peschiei;;Peschiei;Италия;
ZBAA;;Beijing Capital Int.;Пекин;Beijing;Китай;
FXPG;Пеланенг;Pelaneng;Пеланенг;Pelaneng;Лесото;
SPTU;Пуэрто Мальдонадо;Puerto Maldonado;Пуэрто Мальдонадо;Puerto Maldonado;Перу;
WMKP;;Penang International;Пенанг;Penang;Малайзия;04:042°,22:222°
;;Peppimenarti;;Peppimenarti;Австралия;
KPEQ;;Pecos City;;Pecos City;США;
YPPH;;Perth International;Перт;Perth;Австралия;
ULPB;Петрозаводск аэропорт;Petrozavodsk Airport;Петрозаводск;Petrozavodsk;Россия;01:010°,19:190°
SBPK;;Federal;;Pelotas;Бразилия;
MHPL;;Puerto Lempira;;Puerto Lempira;Гондурас;
OPPS;Пешавар;Peshawar;Пешавар;Peshawar;Пакистан;
UUYP;Аэропорт Печора;Pechora Airport;Печора;Pechora;Россия;16:159°,34:339°
YPNG;;Penong;;Penong;Австралия;
UWPP;Пензенский аэропорт;Penza Airport;Пенза;Penza;Россия;11:105°,29:285°
SAVJ;;Paf Warren;;Paf Warren;США;
SBPF;;Passo Fundo;;Passo Fundo;Бразилия;09:085°,27:265°
KPFC;;Pacific City State;;Pacific City, OH;США;
OEDF;;Port Frederick;;Port Frederick;США;
BIPA;Патрексфьордур;Patreksfjordur;Патрексфьордур;Patreksfjordur;Исландия;
KPFN;;Bay County;Панама Сити;Panama City;США;
LCPH;;International;Пафос;Paphos;Кипр;
GVSF;;Parsabad;;Parsabad;Иран;
FZVS;Илебо;Ilebo;Илебо;Ilebo;Демократическая республика Конго;
KPGA;Паг;Page;Паг;Page;США;
;Пангоа;Pangoa;Пангоа;Pangoa;Папуа - Новая Гвинея;
;;Grant County;Петерсбург;Petersburg;США;
KPGD;;Charlotte County;Пунта-Горда;Punta Gorda;США;
;Егепа;Yegepa;Егепа;Yegepa;Папуа - Новая Гвинея;
LFMP;;Llabanere;Перпиньян;Perpignan;Франция;
;Прогрессо;Progresso;Сао Паоло;Sao Paulo;Бразилия;
VIPT;Пантнагар;Pantnagar;Пантнагар;Pantnagar;Индия;10:098°,28:278°
FNCH;;Chitato;;Chitato;Ангола;
WIPK;Пангкалпинанг;Pangkalpinang;Пангкалпинанг;Pangkalpinang;Индонезия;
KPQL;;Jackson County;;Pascagoula;США;
KPGM;;Port Graham;;Port Graham;США;
;Пангиа;Pangia;Пангиа;Pangia;Папуа - Новая Гвинея;
KPSO;;Stevens Field;Пагоса Спрингз;Pagosa Springs;Китай;
FPPA;Порто Алегре;Porto Alegre;Порто Алегре;Porto Alegre;Сан-Томе и Принсипи;
KPGR;;Municipal;;Paragould;США;
;;Peach Springs;;Peach Springs;США;
KPGV;;Pitt-Greenville;;Greenville;США;
LFBX;;Bassillac;Периге;Perigueux;Франция;
VVPR;Пхань-Ранг;Phan Rang;Пхань-Ранг;Phan Rang;Вьетнам;
SBPB;;Santos Dumont;;Parnaiba;Бразилия;
DNPO;;Port Harcourt;;Port Harcourt;Нигерия;03:030°,21:210°
KPHD;;Harry Clever;;New Philadelphia;США;
YPPD;;Port Hedland;;Port Hedland;Австралия;14:136°,32:316°,18:181°,36:001°
KPHF;;Newport News/williamsb;;Newport News;США;
KPHG;;Port Harcourt City;;Port Harcourt;Нигерия;
VVPT;Фан Тиет;Phan Thiet;Пхань-Тхиет;Phan Thiet;Вьетнам;
SNYE;;Pinheiro;;Pinheiro;Бразилия;
;;Port Hunter;;Port Hunter;Австралия;
KPHK;;Palm Beach Co Glades;;Pahokee;США;
KPHL;;Philadelphia International;Филадельфия;Philadelphia;США;
;Беблинген;Boeblingen;Беблинген;Boeblingen;Германия;
KPHN;;St Clair County Intl;;Port Huron;США;
PAPO;;Point Hope;;Point Hope;США;
KPHP;;Philip;;Philip;США;
NFND;;Pacific Harbor;;Pacific Harbor;Фиджи;
VTPP;Пхитсанулок;Phitsanulok;Пхитсанусок;Phitsanulok;Таиланд;14:144°,32:324°
KPHT;;Henry County;Париж;Paris;США;
VVVH;Пху-Винх;Phu Vinh;Пху-Винх;Phu Vinh;Вьетнам;
FAPH;Кейптаун;Cape Town;Фалаборва;Phalaborwa;ЮАР;
KPHX;;Sky Harbor Intl;Феникс;Phoenix;США;
VTPB;Пхетчабун;Phetchabun;Пхетчабун;Phetchabun;Таиланд;18:180°,36:000°
;Остров Пхи Пхи;Phi Phi Island;Остров Пхи Пхи;Phi Phi Island;Таиланд;
KPIA;;Greater Peoria;;Peoria, IL;США;
KPIB;;Hattiesburg-Laurel Regional;;Hattiesburg/Laurel, MS;США;
MBPI;Пайн-Кей;Pine Cay;Пайн-Кей;Pine Cay;Теркс и Кайкос;
MYPI;;Paradise Island;;Nassau;Багамские острова;
KPIE;;St. Petersburg-Clearwater International;Клируотер;Clearwater;США;
RCSQ;;Pingtung;;Pingtung;Китай;
;Питинга;Pitinga;Питинга;Pitinga;Бразилия;
KPIH;;Pocatello;;Pocatello;США;
;;Phillips Field;;Fairbanks;США;
EGPK;;Prestwick;;Prestwick, South Ayrshire;Великобритания;12:123°,30:303°,03:025°,21:205°
SGPI;Пилар;Pilar;Пилар;Pilar;Парагвай;
KPIM;;Garden Harris County;;Pine Mountain;США;
SWPI;;Parintins;;Parintins;Бразилия;06:063°,24:243°
SPSO;Писко;Pisco;Писко;Pisco;Перу;04:042°,22:222°
PAPN;;Pilot Point;;Pilot Point;США;
SYPL;Пипиллипаи;Pipillipai;Пипиллипаи;Pipillipai;Гайана;
KPIR;;Pierre;;Pierre;США;
LFBI;;Biard;Пуатье;Poitiers;Франция;
SPUR;Пиуро;Piura;Пиуро;Piura;Перу;
SNPX;;Pirapora;;Pirapora;Бразилия;
CZMN;;Pikwitonei;;Pikwitonei;Канада;05:050°,23:230°
LPPI;;Pico Island;;Pico Island;Португалия;
PPIZ;Пойнт-Лей LRRS;Point Lay LRRS Airport;;Point Lay;США;
ESUP;;Pajala;;Pajala;Финляндия;
KPAN;;Payson;;Payson;США;
SGPJ;Педро-Хуан-Кабальеро;Pedro Juan Caballero;Педро-Хуан-Кабальеро;Pedro Juan Caballero;Парагвай;03:032°,21:212°
OPPG;Панджгур;Panjgur;Панджгур;Panjgur;Пакистан;13:131°,31:311°
MRPJ;Пуэрто-Хименес;Puerto Jimenez;Пуэрто-Хименес;Puerto Jimenez;Коста-Рика;
LEMG;;Port San Juan;;Port San Juan;США;
;Пуэрто Ваярта;Puerto Vallarta;Пуэрто-Хуарес;Puerto Juarez;Мексика;
PAPK;;SPB;;Napaskiak;США;
KPKB;;Wood County;Паркерсбург;Parkersburg;США;
UHPP;Аэропорт Петропавловск-Камчатский;Petropavlovsk-Kamchatsky Airport;Петропавловск-Камчатский;Petropavlovsk-Kamchats;Россия;16R:164°,34L:344°
KPKD;;Park Rapids;;Park Rapids;США;
YPKS;Паркес;Parkes;Паркес;Parkes;Австралия;04:044°,22:224°,11:114°,29:294°
KPKF;;Park Falls;;Park Falls;США;
WMPA;;Pangkor Airport;;Pangkor;Малайзия;
LGHL;;Alexion;;Porto Kheli;Греция;
;;Playa Grande;Плайа Гранде;Playa Grande;Гватемала;
VYPU;Пакокку;Pakokku;Пакокку;Pakokku;Мьянма;
;Пакатоа-Айленд;Pakatoa Island;Пакатоа-Айленд;Pakatoa Island;Новая Зеландия;
;Порт-Каитума;Port Kaituma;Порт-Каитума;Port Kaituma;Гайана;
WAOI;Пангкаланбуун;Pangkalanbuun;Пангкаланбуун;Pangkalanbuun;Индонезия;
